Name,Countries,Stage,Type,Cheque_min,Cheque_max,Industry
Blockrocket,"Germany,Austria,Switzerland,France,Luxembourg,United Kingdom,United States,Canada,Spain,Portugal,Singapore,United Arab Emirates,Denmark,Belgium,Netherlands","pre-seed, idea, prototype/mvp, seed",VC,100000,500000,Sector Agnostic
Blue Collective,United States,"pre-seed, idea, prototype/mvp, seed, series+",VC,200000,2000000,Sector Agnostic
Blue Future Partners,"United States,United Kingdom,Israel,Germany,Singapore,Austria","pre-seed, series+",VC,2000000,5000000,IT
Blue Heron Capital,United States,"pre-seed, seed, series+",VC,2000000,8000000,IT
Blue Wire Capital,"Canada,Australia,Denmark,Estonia,Finland,France,Austria,Armenia,Germany,Greece,Iceland,Ireland,Israel,Italy,Norway,Netherlands,Lithuania,United States,Portugal,Poland,Turkey,Russia,Switzerland,Spain,New Zealand,Sweden,United Kingdom,Liechtenstein","pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",VC,250000,5000000,Sector Agnostic
Blueberry Muffin,Romania,"pre-seed, idea, prototype/mvp, seed, series+",VC,200000,1000000,Sector Agnostic
Bluesky Equities,"Canada,United States,United Kingdom,Australia,Germany,Belgium,Spain,France,Switzerland,Norway,Sweden,Denmark,Mexico,China,South Korea,India","pre-seed, pre-ipo, seed, series+",Family office,50000,250000,IT
Blueworld.Group,"Austria,Belgium,Denmark,Estonia,Finland,France,Germany,Greece,Iceland,Sweden,Switzerland,Luxembourg,Netherlands,Poland,Portugal,Spain,United Kingdom,Italy,Ireland","pre-seed, seed, series+",VC,1000000,15000000,Sector Agnostic
BlueYard Capital,"United States,Germany,United Kingdom,Netherlands,France,Spain,Portugal,Switzerland,Belgium,Austria,Poland,Sweden,Norway,Finland","pre-seed, idea, prototype/mvp, seed",VC,500000,5000000,Sector Agnostic
Blumberg Capital,"United States,Israel","pre-seed, seed, series+",VC,500000,5000000,IT
Boost Capital Partners,"United Kingdom,Germany,Argentina,Mexico,Colombia,Brazil,France,Finland","pre-seed, idea, prototype/mvp, seed",VC,500000,1000000,Sector Agnostic
Boot Ventures,Belgium,"pre-seed, idea, prototype/mvp, seed",Startup studio,25000,200000,IT
Bouygues Développement ,France,"pre-seed, idea, prototype/mvp, seed",Corporate VC,110000,1000000,"Energy, Media"
Bowery Capital,"United States,Canada","pre-seed, idea, prototype/mvp, seed",VC,750000,2000000,IT
Bpifrance ,France,"pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",Public fund,500000,100000000,Sector Agnostic
Brandenburg Kapital,Germany,"pre-seed, idea, prototype/mvp, seed, series+",Public fund,500000,2000000,Other
Breakout Ventures,"United States,Canada","pre-seed, idea, prototype/mvp, seed, series+",VC,300000,5000000,Other
Breega,"Belgium,France,Germany,Portugal,Spain,Switzerland,United Kingdom","pre-seed, idea, prototype/mvp, seed",VC,500000,5000000,IT
Brickyard,United States,"pre-seed, idea, prototype/mvp, seed, series+","Incubator, Accelerator",50000,250000,"IT, Consumer"
Bridge Partners,"Argentina,Colombia,Mexico,Peru,Brazil,Uruguay,Panama,Bolivia,Chile","pre-seed, idea, prototype/mvp, seed, series+",VC,300000,500000,Sector Agnostic
Bridgio,"Belarus,Croatia,Estonia,Hungary,Latvia,Lithuania,Poland,Romania,Serbia,Ukraine","pre-seed, idea, prototype/mvp, seed","Incubator, Accelerator",100000,200000,IT
Brighter Capital,United States,"pre-seed, idea, prototype/mvp, seed, series+",Family office,50000,250000,IT
Brightspark Ventures,Canada,"pre-seed, idea, prototype/mvp, seed, series+",VC,1000000,3000000,IT
Brinc,"South Africa,Brazil,Canada,Mexico,United States,China,Hong Kong,India,Philippines,Singapore,Thailand,Vietnam,Austria,Germany,Italy,Spain,Switzerland,United Kingdom,Ukraine,Bahrain,Turkey,United Arab Emirates,Australia","pre-seed, idea, prototype/mvp, seed, series+","Incubator, Accelerator",100000,500000,IT
Bronze Valley,United States,"pre-seed, seed",Other,25000,100000,Sector Agnostic
BT Growth Capital,"Canada,United States,Mexico,China","pre-seed, idea, prototype/mvp, seed",VC,10000,75000,Sector Agnostic
Bullish,United States,"pre-seed, idea, prototype/mvp, seed",VC,250000,500000,Consumer
bValue VC,"Poland,Ukraine,Czech Republic,Slovakia,Bulgaria,Romania,Lithuania,Belarus,Latvia,Estonia","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,500000,IT
ByFounders,"Denmark,Norway,Finland,Sweden,Estonia,Lithuania,Latvia","pre-seed, idea, prototype/mvp, seed, series+",VC,300000,6000000,Sector Agnostic
Bynd Venture Capital,"Spain,Portugal,United Kingdom,United States,Canada,France,Germany,Italy,Sweden,Finland,Norway,Netherlands,Luxembourg,Switzerland,Austria","pre-seed, idea, prototype/mvp, seed",VC,250000,700000,Sector Agnostic
C2 Capital,"United Kingdom,Sweden,Israel,United States,Canada,India,Australia,Germany,France,Ukraine","pre-seed, pre-ipo, seed, series+",VC,50000,10000000,IT
C4 Ventures,"Belgium,France,Germany,Israel,Italy,Netherlands,Poland,Portugal,Spain,Switzerland,United Kingdom,United States","pre-seed, idea, prototype/mvp, seed, series+",VC,2000000,5000000,Media
Cacao Capital VC,"Guatemala,El Salvador,Honduras,Nicaragua,Costa Rica,Panama,Mexico,United States,Colombia,Brazil,Argentina","pre-seed, seed, series+",VC,10000,50000,Sector Agnostic
Cactus Venture Partners,"India,United States","pre-seed, series+",VC,2000000,10000000,Consumer
Cadence Growth Capital (CGC),"Germany,Austria,Switzerland","pre-seed, pre-ipo, series+",PE fund,10000000,90000000,"IT, Energy, Fintech"
Caixa Capital Risc,"Spain,Portugal","pre-seed, idea, prototype/mvp, seed, series+",VC,500000,3000000,IT
Calm Company Fund,"United States,United Kingdom,China,Brazil,Australia,India,Indonesia,Mexico,Colombia,Argentina,Canada","pre-seed, seed",VC,25000,250000,Sector Agnostic
Calm/Storm Ventures,"Canada,United States,Austria,France,Germany,Poland,Spain,Sweden,Switzerland,United Kingdom,Israel","pre-seed, idea, prototype/mvp, seed",VC,100000,300000,Other
Camel Ventures,Egypt,"pre-seed, idea, prototype/mvp, seed, series+",Revenue-based,100000,1000000,Fintech
Campus Fund,India,"pre-seed, idea, prototype/mvp, seed",VC,50000,100000,"IT, Fintech, IoT"
CapAgro,"France,Belgium,United States,Austria,Canada,Germany,United Kingdom,Switzerland,Spain,Sweden,Portugal,Luxembourg,Italy,Israel,Ireland,Greece,Czech Republic,Croatia","pre-seed, seed, series+",VC,1000000,10000000,Other
Capgemini Ventures,"Brazil,Canada,United States,Hong Kong,India,Japan,Singapore,Austria,Belgium,Denmark,Finland,France,Germany,Ireland,Italy,Luxembourg,Netherlands,Norway,Portugal,Spain,Sweden,Switzerland,United Kingdom,Australia","pre-seed, pre-ipo, series+",Corporate VC,1000000,5000000,IT
Capital Energy Quantum,"Spain,Portugal","pre-seed, seed, series+",Corporate VC,200000,500000,Energy
Capital Factory,United States,"pre-seed, seed, series+",VC,25000,250000,IT
Capital Nature,Israel,"pre-seed, idea, prototype/mvp, seed",VC,300000,2000000,Energy
Capital V,"Netherlands,United States,United Kingdom,Spain,Germany,Sweden,Norway,Finland,France,Belgium","pre-seed, idea, prototype/mvp, seed, series+",VC,10000,100000,Sector Agnostic
CapitalizeVC,United States,"pre-seed, seed",VC,100000,250000,IT
Capnamic,"Germany,Austria,Switzerland","pre-seed, seed",VC,500000,3000000,Sector Agnostic
Carao Ventures,"Argentina,Bolivia,Colombia,Costa Rica,Ecuador,Guatemala,Honduras,Panama,Mexico,Peru,Chile,Dominican Republic","pre-seed, idea, prototype/mvp, seed, series+",VC,25000,50000,Sector Agnostic
Carbono3 Ventures,"Dominican Republic,Colombia,Mexico,Guatemala,Chile,Argentina,Uruguay,Peru,Paraguay,Ecuador,Bolivia,Panama,Costa Rica,El Salvador,Nicaragua","pre-seed, idea, prototype/mvp, seed",VC,100000,250000,Sector Agnostic
Cardumen Capital,Israel,"pre-seed, idea, prototype/mvp, seed",VC,1000000,3000000,Other
Cathay AfricInvest Innovation,"South Africa,Nigeria,Tunisia,Egypt,Kenya,Morocco,Algeria,Côte d'Ivoire","pre-seed, seed, series+",VC,1000000,10000000,"Energy, Edtech, Fintech"
Cavalry Ventures,"United States,Austria,Belgium,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Netherlands,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,United Kingdom,Ukraine","pre-seed, idea, prototype/mvp",VC,600000,2000000,IT
CDVCA ,United States,"pre-seed, seed, series+",Other,250000,1000000,Other
CE Ventures,"United Arab Emirates,United States,India,Indonesia,Singapore,Saudi Arabia,Egypt","pre-seed, pre-ipo, series+",Corporate VC,2000000,7000000,Consumer
Cell Capital,"Austria,France,Spain,Portugal,Italy,Germany,Switzerland,Belgium,Netherlands,Israel,Denmark,Sweden,Finland,Norway,Ireland,United Kingdom","pre-seed, seed",VC,100000,3000000,Other
Chandigarh Angel Network,"United Arab Emirates,India,Canada","pre-seed, idea, prototype/mvp, seed",Angel network,100000,400000,Sector Agnostic
Chandler Koglmeier,United States,"pre-seed, idea, prototype/mvp, seed",Solo angel,25000,25000,Other
Change Ventures,"Estonia,Latvia,Lithuania,Spain,Germany,United Kingdom,United States","pre-seed, seed, series+",VC,350000,1000000,Sector Agnostic
Chasing Rainbows,"Canada,United States,United Kingdom,Australia","pre-seed, seed",VC,25000,300000,IT
Cherry Ventures,"Germany,United Kingdom,Sweden,France,Finland,Poland","pre-seed, idea, prototype/mvp, seed",VC,1000000,3000000,Sector Agnostic
Chicago Ventures,"United States,Canada","pre-seed, idea, prototype/mvp, seed, series+",VC,500000,2000000,Sector Agnostic
Chirag Sheth,"Canada,United States,India,United Arab Emirates","pre-seed, idea, prototype/mvp, seed, series+",Solo angel,25000,1000000,Sector Agnostic
Choco Up,"Hong Kong,Malaysia,Singapore,Australia","pre-seed, pre-ipo, seed, series+",Revenue-based,10000,5000000,"IT, Consumer"
Christian O. Edler,"United States,Germany,Malta,Sweden,United Kingdom,Colombia,Switzerland","pre-seed, pre-ipo, seed, series+",Solo angel,25000,2000000,Other
Cibersons Ventures,"Paraguay,Argentina,Brazil,United States,Mexico,Costa Rica,El Salvador,Bolivia,Peru,Colombia,Chile,Singapore,Uruguay,Nicaragua,Ecuador,Guatemala,Venezuela,Dominican Republic","pre-seed, idea, prototype/mvp, seed, series+",VC,20000,250000,Sector Agnostic
CIG,"Austria,United Kingdom,Ukraine,Poland,Czech Republic,Slovenia,Slovakia,Germany,Israel,France,Portugal,Belgium,Brazil,Bulgaria,Canada,United States,Cyprus,Croatia,Denmark,Estonia,Latvia,Lithuania,Finland,Turkey,Greece,Iceland,Ireland,Italy,Luxembourg,Monaco,Moldova,Montenegro,Netherlands,Norway,Romania,Qatar,United Arab Emirates,Spain,Sweden,Switzerland","pre-seed, idea, prototype/mvp, seed, series+",Family office,200000,3000000,IT
Citizen Capital,France,"pre-seed, seed, series+",VC,360000,4000000,Other
ClearCo,"United Kingdom,Canada,United States,Australia,Ireland,Netherlands,Germany","pre-seed, pre-ipo, seed, series+",Revenue-based,10000,20000000,Other
Climate Avengers,"United States,United Kingdom,Canada","pre-seed, idea, prototype/mvp, seed, series+",VC,25000,200000,Other
Cloud Capital,"India,Singapore","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,250000,Sector Agnostic
Club degli Investitori,Italy,"pre-seed, seed, series+",Angel network,200000,1000000,Sector Agnostic
Cobin Angels,"Poland,Ukraine,Belarus,Romania,Hungary,Czech Republic,Estonia,Slovakia,Slovenia,Latvia,Bulgaria","pre-seed, idea, prototype/mvp, seed",Angel network,25000,250000,Sector Agnostic
Cocoon Capital,"Singapore,Vietnam,Indonesia,Thailand,Philippines,Myanmar,Malaysia","pre-seed, idea, prototype/mvp, seed",VC,300000,750000,"Edtech, Fintech"
CofounderZone,"Poland,Germany,United Kingdom,France,Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,Greece,Spain,Netherlands,Ireland,Lithuania,Luxembourg,Liechtenstein,Latvia,Switzerland,Norway,Malta,Portugal,Romania,Slovakia,Slovenia,Sweden,Hungary,Italy","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,700000,Sector Agnostic
COINsiglieri,"Malawi,Mauritius,South Africa,Canada,United States,Maldives,Austria,Belgium,Bulgaria,Cyprus,Estonia,France,Germany,Greece,Italy,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Romania,Serbia,Spain,Switzerland,United Kingdom,Ukraine,Israel,Turkey","pre-seed, idea, prototype/mvp, seed, series+","Incubator, Accelerator",10000,50000,"IT, Fintech"
Colaborativo,"Argentina,Bolivia,Chile,Colombia,Costa Rica,Dominican Republic,Ecuador,El Salvador,Guatemala,Mexico,Panama,Paraguay,Peru,United States,Uruguay","pre-seed, idea, prototype/mvp, seed",VC,50000,1000000,Sector Agnostic
Colam Impact,France,"pre-seed, seed, series+",VC,120000,1000000,Energy
Colle Capital Partners,"United States,United Kingdom,France,Germany,Mexico,Colombia,Brazil,India,Algeria,Kenya,China,Japan","pre-seed, idea, prototype/mvp, seed, series+",VC,500000,2000000,IT
Collider Ventures,"United States,Israel,Germany,United Kingdom,France,Afghanistan","pre-seed, idea, prototype/mvp, seed",VC,50000,1000000,Sector Agnostic
Colopl Next,"United States,Japan,South Korea,Taiwan,India","pre-seed, pre-ipo, seed, series+",Corporate VC,100000,5000000,Other
Comeback Capital,United States,"pre-seed, seed",VC,100000,250000,IT
CommerzVentures,"Germany,United Kingdom,France,Switzerland,Italy,Spain,Australia,Belgium,Netherlands,Portugal,Sweden,Norway,Denmark,Ireland,Greece,Finland,Estonia,Czech Republic,Cyprus,Croatia,Bulgaria,Latvia,Lithuania,Malta,Afghanistan,Hungary,Slovenia,Slovakia,Israel,United States,Poland,Luxembourg,Cabo Verde,Iceland,Canada","pre-seed, seed, series+",VC,3000000,12000000,Fintech
Companisto Investor Network,Germany,"pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",Angel network,750000,7000000,IT
Compass Digital Ventures,"Canada,United States","pre-seed, idea, prototype/mvp, seed, series+",Corporate VC,1000000,5000000,Consumer
Complear,"Portugal,Spain,Italy","pre-seed, idea, prototype/mvp",Startup studio,5000,40000,Other
Concentric,"United Kingdom,Germany,Norway,Sweden,France,Denmark,Finland,Estonia,Romania,Lithuania,Ireland,Netherlands,Belgium,Switzerland,Austria,Poland","pre-seed, seed, series+",VC,500000,5000000,IT
Concrete Ventures,"United Kingdom,France,Germany,Spain,Italy,United States,Poland,Finland,Sweden,Norway,Iceland,Ireland,Hungary,Portugal,Netherlands,Belgium,Estonia,Switzerland,Austria,Croatia,Luxembourg","pre-seed, seed, series+",Corporate VC,100000,4000000,Other
Connetic Ventures,"Canada,United States","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,500000,IT
Conscience,"United States,Canada,Israel","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,250000,Consumer
Consilience Ventures,"France,United Kingdom,Germany,Switzerland,Austria,Italy,Spain","pre-seed, idea, prototype/mvp, seed",VC,200000,500000,Sector Agnostic
Constantia New Business,"Austria,Germany,Switzerland","pre-seed, seed, series+",VC,500000,3000000,Other
Contrarian Ventures,"Israel,France,United Kingdom,Germany,Denmark,Norway,Sweden,Estonia,Poland,Switzerland,Austria,Belgium,Czech Republic,Finland,Greece,Hungary,Iceland,Latvia,Lithuania,Spain,Portugal,Italy,Netherlands,Luxembourg,Ireland,Slovenia,Slovakia","pre-seed, idea, prototype/mvp, seed",VC,200000,1000000,Energy
Contrary,"United States,Canada","pre-seed, idea, prototype/mvp, seed, series+",VC,50000,500000,Sector Agnostic
Convexity Ventures,"France,Luxembourg,United Kingdom,United States,Netherlands,Germany","pre-seed, idea, prototype/mvp, seed",VC,5000,50000,Sector Agnostic
Conviction Investment Partners,"Albania,Andorra,Austria,Belgium,Bosnia-H,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Holy See,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,United Kingdom,Ukraine","pre-seed, seed",VC,50000,5000000,IT
Convivialité Ventures,"France,Germany,United Kingdom,Netherlands,Italy,Spain,India,United States,China,Sweden,Finland,Denmark,Estonia,Switzerland,Greece,Poland,Belgium,Austria,Ireland,Ukraine,Czech Republic,Norway,Romania,Croatia,Luxembourg,Hungary,Bulgaria,Malta","pre-seed, seed, series+",Corporate VC,250000,10000000,IT
Convrtx,"United States,Mexico,India,Pakistan,Colombia,Brazil,Afghanistan,Albania,Algeria,Angola,Andorra,Antigua and Barbuda,Armenia,Argentina,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Barbados,Bangladesh,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia-H,Botswana,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Comoros,Congo (Congo-Brazzaville),Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,DRC Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,""Eswatini (fmr. """"Swaziland"""")"",Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hungary,Iceland,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Liechtenstein,Lithuania,Luxembourg,Lybia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Korea,North Macedonia,Norway,Oman,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Vincent and the Grenadines,Samoa,San Marino,Sant Kitts and Nevis,Sant Lucia,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,Uganda,United Kingdom,Ukraine,United Arab Emirates,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe","pre-seed, idea, prototype/mvp","Incubator, Accelerator",20000,200000,IT
Cool Climate Collective,United States,"pre-seed, idea, prototype/mvp, seed",Angel network,75000,250000,Other
Coparion,Germany,"pre-seed, seed, series+",VC,500000,8000000,IT
Copilot Ventures,United Kingdom,"pre-seed, seed, series+",VC,25000,250000,Other
Core91 VC,"India,United States","pre-seed, idea, prototype/mvp, seed",VC,50000,350000,IT
Coreteq Ventures,United States,"pre-seed, idea, prototype/mvp, seed",VC,25000,200000,IT
Cornerstone Venture Partners Fund ,"India,Singapore","pre-seed, seed, series+",VC,500000,3000000,IT
Correlation Ventures,United States,"pre-seed, idea, prototype/mvp, seed, series+",VC,100000,4000000,Sector Agnostic
Cosmos Capital Management,"Australia,United States,United Kingdom,Singapore,New Zealand,Colombia,Greece,Italy","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,5000000,Other
CouchPotato,"India,United States,Singapore,Japan","pre-seed, idea, prototype/mvp, seed",Angel network,10000,100000,"IT, Fintech"
